index,Name,Address,Category,Phone,Website,Maps_url
28,Kaladhar Saree House,"Shop.No.2-2-647/A/99, Near Vishwa Sai Baba Mandiram, New Nallakunta, Secunderabad, Telangana",Clothing store,040 2742 2900,https://mykaladhar.com/,https://www.bing.com/maps?cp=17.398075103759766%7E78.51200866699219&lvl=16.0&q=Kaladhar%20Saree%20House%20%2C%20Shop.No.2-2-647%2FA%2F99%2C%20Near%20Vishwa%20Sai%20Baba%20Mandiram%2C%20New%20Nallakunta%2C%20Secunderabad%2C%20Telangana
29,Srinivasa Saree Center,"12-10-590/129/3, Warasiguda, Hyderabad, Telangana 500061",Clothing store,,,https://www.bing.com/maps?cp=17.421878814697266%7E78.51720428466797&lvl=16.0&q=Srinivasa%20Saree%20Center%20%2C%2012-10-590%2F129%2F3%2C%20Warasiguda%2C%20Hyderabad%2C%20Telangana%20500061
30,Jhahnavi Silk Sarees,"3-4-373, Hyderabad, Tobacco Bazar, Hyderabad, Telangana 500003",Saree shop,095358 35169,,https://www.bing.com/maps?cp=17.436857223510742%7E78.48949432373047&lvl=16.0&q=Jhahnavi%20Silk%20Sarees%20%2C%203-4-373%2C%20Hyderabad%2C%20Tobacco%20Bazar%2C%20Hyderabad%2C%20Telangana%20500003
31,Sahithi Silk Sarees,"H NO 1-9-649, Street NO 6, Achut Reddy Marg, Vidyanagar, Hyderabad, Telangana 500020",Saree shop,,,https://www.bing.com/maps?cp=17.404624938964844%7E78.50994873046875&lvl=16.0&q=Sahithi%20Silk%20Sarees%20%2C%20H%20NO%201-9-649%2C%20Street%20NO%206%2C%20Achut%20Reddy%20Marg%2C%20Vidyanagar%2C%20Hyderabad%2C%20Telangana%20500020
32,Ratan Silk Sarees,"3\4\375, Tobacco Bazar, Hyderabad, Telangana 500003",Saree shop,,,https://www.bing.com/maps?cp=17.437129974365234%7E78.48931121826172&lvl=16.0&q=Ratan%20Silk%20Sarees%20%2C%203%5C4%5C375%2C%20Tobacco%20Bazar%2C%20Hyderabad%2C%20Telangana%20500003
33,Dayal Silk & Sarees,"4 - 1 - 865, Tilak Road, Hyderabad, Telangana 500001",Saree shop,040 2475 5566,,https://www.bing.com/maps?cp=17.38974380493164%7E78.47935485839844&lvl=16.0&q=Dayal%20Silk%20%26%20Sarees%20%2C%204%20-%201%20-%20865%2C%20Tilak%20Road%2C%20Hyderabad%2C%20Telangana%20500001
34,Harini Silk Sarees,"13\104\A P No2, Shivaji Nagar, Hyderabad Road, Chandur, Nalgonda, Telangana 508255",Fashion accessories store,,,https://www.bing.com/maps?cp=17.443559646606445%7E78.47927856445312&lvl=16.0&q=Harini%20Silk%20Sarees%20%2C%2013%5C104%5CA%20P%20No2%2C%20Shivaji%20Nagar%2C%20Hyderabad%20Road%2C%20Chandur%2C%20Nalgonda%2C%20Telangana%20508255
35,Likhitha Silk Sarees,"2-1-481TO484 Srteet NO 7 Nallakunta Street NO 7, Hyderabad, Telangana 500044",Textile mill,063002 27271,,https://www.bing.com/maps?cp=17.398027420043945%7E78.5062026977539&lvl=16.0&q=Likhitha%20Silk%20Sarees%20%2C%202-1-481TO484%20Srteet%20NO%207%20Nallakunta%20Street%20NO%207%2C%20Hyderabad%2C%20Telangana%20500044
36,Aravind Silk Sarees,"2\24, Maruthi Nagar, Kotakonda, Mahabubnagar, Telangana 509210",Clothing store,,,https://www.bing.com/maps?cp=17.45241355895996%7E78.53362274169922&lvl=16.0&q=Aravind%20Silk%20Sarees%20%2C%202%5C24%2C%20Maruthi%20Nagar%2C%20Kotakonda%2C%20Mahabubnagar%2C%20Telangana%20509210
37,Bhanusri Gadwal Sarees,"H.no. 2-3-18/39, Tulasi Nagar Colony, Golnaka, Amberpet, Hyderabad, Telangana",Clothing store,,,https://www.bing.com/maps?cp=17.38796615600586%7E78.47693634033203&lvl=16.0&q=Bhanusri%20Gadwal%20Sarees%20%2C%20H.no.%202-3-18%2F39%2C%20Tulasi%20Nagar%20Colony%2C%20Golnaka%2C%20Amberpet%2C%20Hyderabad%2C%20Telangana
38,Pooja Sarees,"Abids Tilak Road, Hyderabad, Telangana 500001",Clothing store,099126 98199,https://www.facebook.com/poojasareeshyderabad/,https://www.bing.com/maps?cp=17.389211654663086%7E78.47749328613281&lvl=16.0&q=Pooja%20Sarees%20%2C%20Abids%20Tilak%20Road%2C%20Hyderabad%2C%20Telangana%20500001
39,Uppada Sarees,"8-2-574, Lane Beside Advance Hair Studio, Road no.8, Banjara Hills, Hyderabad, Telangana 500034",Saree shop,094419 05005,https://uppada.com/,https://www.bing.com/maps?cp=17.417306900024414%7E78.44429779052734&lvl=16.0&q=Uppada%20Sarees%20%2C%208-2-574%2C%20Lane%20Beside%20Advance%20Hair%20Studio%2C%20Road%20no.8%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana%20500034
40,Kanchi puram sarees,"8-2-574, Lane Beside Also Boutique, Road No.8, Banjara Hills, Hyderabad, Telangana 500034",Saree shop,094419 05005,https://uppada.com/,https://www.bing.com/maps?cp=17.42013168334961%7E78.4482421875&lvl=16.0&q=Kanchi%20puram%20sarees%20%2C%208-2-574%2C%20Lane%20Beside%20Also%20Boutique%2C%20Road%20No.8%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana%20500034
41,Bommana Brothers,"3-3-604-612, General Bazar, Secunderabad, Telangana 500003",Saree shop,,,https://www.bing.com/maps?cp=17.437633514404297%7E78.49112701416016&lvl=16.0&q=Bommana%20Brothers%20%2C%203-3-604-612%2C%20General%20Bazar%2C%20Secunderabad%2C%20Telangana%20500003
42,Dhanalaxmi Silk Saree House,"4 6 29, Behind Mastana Agarbatti, PAN Bazar Secunderbad, Hyderabad, Telangana 500003",Clothing store,099854 82189,,https://www.bing.com/maps?cp=17.435707092285156%7E78.48941802978516&lvl=16.0&q=Dhanalaxmi%20Silk%20Saree%20House%20%2C%204%206%2029%2C%20Behind%20Mastana%20Agarbatti%2C%20PAN%20Bazar%20Secunderbad%2C%20Hyderabad%2C%20Telangana%20500003
43,Pochampally Silks And Cotton,"1-8-160/11, P G Road, Secunderabad, Telangana 500003",Saree shop,040 6632 0067,,https://www.bing.com/maps?cp=17.43977928161621%7E78.48358154296875&lvl=16.0&q=Pochampally%20Silks%20And%20Cotton%20%2C%201-8-160%2F11%2C%20P%20G%20Road%2C%20Secunderabad%2C%20Telangana%20500003
44,Kalanjali Collections,"H NO 3-4-246, Hyderabad, Telangana 500003",Clothing store,090007 32159,,https://www.bing.com/maps?cp=17.437612533569336%7E78.49125671386719&lvl=16.0&q=Kalanjali%20Collections%20%2C%20H%20NO%203-4-246%2C%20Hyderabad%2C%20Telangana%20500003
45,Garden Vareli,"No. 1-95, Hyderabad, Hyderabad 500003",Saree shop,040 2781 9778,,https://www.bing.com/maps?cp=17.440439224243164%7E78.49006652832031&lvl=16.0&q=Garden%20Vareli%20%2C%20No.%201-95%2C%20Hyderabad%2C%20Hyderabad%20500003
46,Mugdha Sarees Showroom Road No 2 Banjara Hills,"8-2-609-/1/1/A, Arafath Complex, Road No. 10, Banjara Hills, Hyderabad, Telangana",Saree shop,088977 57174,https://mugdha.co/,https://www.bing.com/maps?cp=17.41472053527832%7E78.44937133789062&lvl=16.0&q=Mugdha%20Sarees%20Showroom%20Road%20No%202%20Banjara%20Hills%20%2C%208-2-609-%2F1%2F1%2FA%2C%20Arafath%20Complex%2C%20Road%20No.%2010%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana
47,Shree Silk Saree House,"1-1-230/13/4/a, Hyderabad, Hyderabad 500020",Saree shop,040 2761 1439,,https://www.bing.com/maps?cp=17.403846740722656%7E78.49442291259766&lvl=16.0&q=Shree%20Silk%20Saree%20House%20%2C%201-1-230%2F13%2F4%2Fa%2C%20Hyderabad%2C%20Hyderabad%20500020
48,Nalli Silk Sarees,"Begumpet, Hyderabad, Telangana 500016",Clothing store,040 2776 6601,https://www.nalli.com/,https://www.bing.com/maps?cp=17.444887161254883%7E78.46432495117188&lvl=16.0&q=Nalli%20Silk%20Sarees%20%2C%20Begumpet%2C%20Hyderabad%2C%20Telangana%20500016
49,Prashanti Sarees - Banjara Hills,"Door.no.8-2, 618/10&11, Rd Number 1, Mithila Nagar, Banjara Hills, Hyderabad, Telangana",Saree shop,,https://www.prashantisarees.com/,https://www.bing.com/maps?cp=17.41329002380371%7E78.44806671142578&lvl=16.0&q=Prashanti%20Sarees%20-%20Banjara%20Hills%20%2C%20Door.no.8-2%2C%20618%2F10%2611%2C%20Rd%20Number%201%2C%20Mithila%20Nagar%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana
50,Sri Meenakshi Silk Sarees,"Parameswara Apartment, 6-3-626/1/g/s1, Anand Nagar Colony, Khairtabad, Hyderabad, Telangana 500004",Saree shop,,,https://www.bing.com/maps?cp=17.409849166870117%7E78.45555877685547&lvl=16.0&q=Sri%20Meenakshi%20Silk%20Sarees%20%2C%20Parameswara%20Apartment%2C%206-3-626%2F1%2Fg%2Fs1%2C%20Anand%20Nagar%20Colony%2C%20Khairtabad%2C%20Hyderabad%2C%20Telangana%20500004
51,Pochampally Silks & Sarees,"4 / 1 / 938 / 27 & 28, Abids, Hyderabad, Telangana 500001",Saree shop,040 2475 5216,,https://www.bing.com/maps?cp=17.389802932739258%7E78.47847747802734&lvl=16.0&q=Pochampally%20Silks%20%26%20Sarees%20%2C%204%20%2F%201%20%2F%20938%20%2F%2027%20%26%2028%2C%20Abids%2C%20Hyderabad%2C%20Telangana%20500001
52,Sravani Sarees,"185, Sai Nilayam, Old Vasavinagar, Vasavi Nagar-Karkhana, Hyderabad, Hyderabad, Telangana, Telangana 500015",Saree shop,083413 82382,http://www.tejasarees.com/,https://www.bing.com/maps?cp=17.46000099182129%7E78.50151824951172&lvl=16.0&q=Sravani%20Sarees%20%2C%20185%2C%20Sai%20Nilayam%2C%20Old%20Vasavinagar%2C%20Vasavi%20Nagar-Karkhana%2C%20Hyderabad%2C%20Hyderabad%2C%20Telangana%2C%20Telangana%20500015
53,Srinivasa Silks,"1-9-9/2/D Ram Nagar, Hyderabad, Telangana 500048",Saree shop,040 2763 3697,,https://www.bing.com/maps?cp=17.409412384033203%7E78.50658416748047&lvl=16.0&q=Srinivasa%20Silks%20%2C%201-9-9%2F2%2FD%20Ram%20Nagar%2C%20Hyderabad%2C%20Telangana%20500048
54,Kalanjali,"5 - 10 - 194/195, Hill Fort Road, Hyderabad, Telangana 500004",Fashion accessories store,040 2323 1147,https://www.kalanjali.com/,https://www.bing.com/maps?cp=17.40139389038086%7E78.4706802368164&lvl=16.0&q=Kalanjali%20%2C%205%20-%2010%20-%20194%2F195%2C%20Hill%20Fort%20Road%2C%20Hyderabad%2C%20Telangana%20500004
55,S V S Kanaka Durga Silk Sarees,"H NO. 2\1\192, OLD Nallakunta, Nallakunta, Hyderabad, Telangana 500044",Women's clothing store,,,https://www.bing.com/maps?cp=17.3953800201416%7E78.50287628173828&lvl=16.0&q=S%20V%20S%20Kanaka%20Durga%20Silk%20Sarees%20%2C%20H%20NO.%202%5C1%5C192%2C%20OLD%20Nallakunta%2C%20Nallakunta%2C%20Hyderabad%2C%20Telangana%20500044
56,Mysore Silk Saree,"Sultan Bazar Badi Chowdi Road, Co-Operative Bank, Sultan Bazar, Hyderabad, Telangana 500001",Clothing store,,,https://www.bing.com/maps?cp=17.38699722290039%7E78.48636627197266&lvl=16.0&q=Mysore%20Silk%20Saree%20%2C%20Sultan%20Bazar%20Badi%20Chowdi%20Road%2C%20Co-Operative%20Bank%2C%20Sultan%20Bazar%2C%20Hyderabad%2C%20Telangana%20500001
57,My Choice,"Mayur Kushal Complex Street No 3, Hyderabad, Telangana 500001",Saree shop,,,https://www.bing.com/maps?cp=17.3940486907959%7E78.47621154785156&lvl=16.0&q=My%20Choice%20%2C%20Mayur%20Kushal%20Complex%20Street%20No%203%2C%20Hyderabad%2C%20Telangana%20500001
58,Siddhi silk sarees,"Shop no.15, 16, Ground Floor and 219, 220 2nd Floor, LPT Market, Saraswati Nagar, Chandrapuri Colony, Bahadurguda, Telangana",Clothing store,099898 33391,https://www.facebook.com/people/Siddhi-silk-sarees/100063693441723/,https://www.bing.com/maps?cp=17.426246643066406%7E78.42082977294922&lvl=16.0&q=Siddhi%20silk%20sarees%20%2C%20Shop%20no.15%2C%2016%2C%20Ground%20Floor%20and%20219%2C%20220%202nd%20Floor%2C%20LPT%20Market%2C%20Saraswati%20Nagar%2C%20Chandrapuri%20Colony%2C%20Bahadurguda%2C%20Telangana
59,Sri tharakarama silk saree house and textiles,"11/3rt, Besides Mch Market, Ameerpet Colony, Hyderabad, Telangana 500016",Clothing store,078932 98424,https://www.facebook.com/sritharakaramasilksareehouse/,https://www.bing.com/maps?cp=17.434133529663086%7E78.44886779785156&lvl=16.0&q=Sri%20tharakarama%20silk%20saree%20house%20and%20textiles%20%2C%2011%2F3rt%2C%20Besides%20Mch%20Market%2C%20Ameerpet%20Colony%2C%20Hyderabad%2C%20Telangana%20500016
60,Singhania's Banjara Hills,"8-2-672/s, Road No 1, Sufi Chambers, Banjara Hills, Hyderabad, Telangana 500034",Saree shop,095055 33310,https://singhanias.in/,https://www.bing.com/maps?cp=17.40995979309082%7E78.4499282836914&lvl=16.0&q=Singhania's%20Banjara%20Hills%20%2C%208-2-672%2Fs%2C%20Road%20No%201%2C%20Sufi%20Chambers%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana%20500034
61,Nalli Silk Sarees,"8/2/608/16 Banjara Hills Road No 10, Shaikpet, Telangana 500034",Saree shop,074060 15858,https://www.nalli.com/storelocator?location=hyderabad,https://www.bing.com/maps?cp=17.415740966796875%7E78.44365692138672&lvl=16.0&q=Nalli%20Silk%20Sarees%20%2C%208%2F2%2F608%2F16%20Banjara%20Hills%20Road%20No%2010%2C%20Shaikpet%2C%20Telangana%20500034
62,Sujitha''s Silk Sarees,"SRT-662, Sanathnagar, Hyderabad, Telangana 500018",Saree shop,,,https://www.bing.com/maps?cp=17.456146240234375%7E78.44437408447266&lvl=16.0&q=Sujitha''s%20Silk%20Sarees%20%2C%20SRT-662%2C%20Sanathnagar%2C%20Hyderabad%2C%20Telangana%20500018
63,Sri Srinivasa Silks and Sarees,"1 8 254, Ground Floor, Chikkadpally, Hyderabad, Telangana 500020",Clothing store,099663 00400,,https://www.bing.com/maps?cp=17.40818977355957%7E78.5083236694336&lvl=16.0&q=Sri%20Srinivasa%20Silks%20and%20Sarees%20%2C%201%208%20254%2C%20Ground%20Floor%2C%20Chikkadpally%2C%20Hyderabad%2C%20Telangana%20500020
64,Saree Mandir,"Badi Chowdi Opp Hari Masjid Sultan Bazar, Hyderabad, Telangana 500095",Clothing store,040 2465 6890,,https://www.bing.com/maps?cp=17.387895584106445%7E78.48688507080078&lvl=16.0&q=Saree%20Mandir%20%2C%20Badi%20Chowdi%20Opp%20Hari%20Masjid%20Sultan%20Bazar%2C%20Hyderabad%2C%20Telangana%20500095
65,Sri Padmavathi Sales,"1-8-3/23/14, Main Road, Chikkadpally, Hyderabad, Telangana 500020",Saree shop,080 4607 9459,http://www.padmavathisarees.com/,https://www.bing.com/maps?cp=17.401994705200195%7E78.49504852294922&lvl=16.0&q=Sri%20Padmavathi%20Sales%20%2C%201-8-3%2F23%2F14%2C%20Main%20Road%2C%20Chikkadpally%2C%20Hyderabad%2C%20Telangana%20500020
66,"Taneira Sarees (Punjagutta, Hyderabad)","Plot No 6-3-676/A, Beside Central Mall, Punjagutta, Hyderabad, Telangana 500082",Saree shop,091540 25656,https://stores.taneira.com/taneira/saree-store-in-hyderabad/saree-store-in-punjagutta/taneira-showroom-in-punjagutta-hyderabad--d2f61e4f-c0a4-4e26-90e7-a1ec745af01d/home,https://www.bing.com/maps?cp=17.427349090576172%7E78.45301055908203&lvl=16.0&q=Taneira%20Sarees%20(Punjagutta%2C%20Hyderabad)%20%2C%20Plot%20No%206-3-676%2FA%2C%20Beside%20Central%20Mall%2C%20Punjagutta%2C%20Hyderabad%2C%20Telangana%20500082
67,Annapurna Saree Extension,"NO 4\5\484, Badi Chowdi, Sultan Bazar, Hyderabad, Telangana 500195",Clothing store,089774 70638,,https://www.bing.com/maps?cp=17.387781143188477%7E78.4872055053711&lvl=16.0&q=Annapurna%20Saree%20Extension%20%2C%20NO%204%5C5%5C484%2C%20Badi%20Chowdi%2C%20Sultan%20Bazar%2C%20Hyderabad%2C%20Telangana%20500195
68,Kamakshi Silk Kendra,"4-1-938/21 New Marketing Complex, Hyderabad, Telangana 500001",Saree shop,040 2475 4720,,https://www.bing.com/maps?cp=17.389802932739258%7E78.47847747802734&lvl=16.0&q=Kamakshi%20Silk%20Kendra%20%2C%204-1-938%2F21%20New%20Marketing%20Complex%2C%20Hyderabad%2C%20Telangana%20500001
