index,Name,Address,Category,Phone,Website,Maps_url
10,Marigold Hotel,"7-1-25, Ameerpet Rd, Leelanagar, Begumpet, Hyderabad",,,,https://www.bing.com/maps?cp=17.435523986816406%7E78.45501708984375&lvl=16.0&q=Marigold%20Hotel%20%2C%207-1-25%2C%20Ameerpet%20Rd%2C%20Leelanagar%2C%20Begumpet%2C%20Hyderabad
11,Metro Lodge,"In the Lane Opposite to Anmol/Fine Bangles, Lad Bazaar, Charminar, Hyderabad",,,,https://www.bing.com/maps?cp=17.36131477355957%7E78.4738540649414&lvl=16.0&q=Metro%20Lodge%20%2C%20In%20the%20Lane%20Opposite%20to%20Anmol%2FFine%20Bangles%2C%20Lad%20Bazaar%2C%20Charminar%2C%20Hyderabad
12,Celebrity Resort,"Survey No.1222, Karimnagar Highway, ORR Circle, Hyderabad",,,,https://www.bing.com/maps?cp=17.532318115234375%7E78.65637969970703&lvl=16.0&q=Celebrity%20Resort%20%2C%20Survey%20No.1222%2C%20Karimnagar%20Highway%2C%20ORR%20Circle%2C%20Hyderabad
13,OYO Flagship 80484G Hotel Srinivasa Grand,"5-4-708, Nampally Station Road, Old Kattal Mandi, Abids, Hyderabad",,,,https://www.bing.com/maps?cp=17.3878173828125%7E78.47542572021484&lvl=16.0&q=OYO%20Flagship%2080484G%20Hotel%20Srinivasa%20Grand%20%2C%205-4-708%2C%20Nampally%20Station%20Road%2C%20Old%20Kattal%20Mandi%2C%20Abids%2C%20Hyderabad
14,Sowbhagya Resorts,"Keesara - Yadagirigutta Rd, Mallapur, Telangana 508115, India, Mallapur",,,,https://www.bing.com/maps?cp=17.597997665405273%7E78.93001556396484&lvl=16.0&q=Sowbhagya%20Resorts%20%2C%20Keesara%20-%20Yadagirigutta%20Rd%2C%20Mallapur%2C%20Telangana%20508115%2C%20India%2C%20Mallapur
15,Shiva Sai Lodge,"9 - 4 - 205 Station Road St Marys Road Railway Officer Colony, Secunderabad",,,,https://www.bing.com/maps?cp=17.438140869140625%7E78.49937438964844&lvl=16.0&q=Shiva%20Sai%20Lodge%20%2C%209%20-%204%20-%20205%20Station%20Road%20St%20Marys%20Road%20Railway%20Officer%20Colony%2C%20Secunderabad
16,Sree Eashwar Lodge,"Regimental Bazaar H. No 9-4-187 Opposite Secunderabad Railway Station, Hyderabad",,,,https://www.bing.com/maps?cp=17.435266494750977%7E78.50214385986328&lvl=16.0&q=Sree%20Eashwar%20Lodge%20%2C%20Regimental%20Bazaar%20H.%20No%209-4-187%20Opposite%20Secunderabad%20Railway%20Station%2C%20Hyderabad
17,Hotel Swagath Grand A.S. Rao Nagar,"Plot No. 1-7-43/220, 221, 236, 237, Near Radhika Theatre, Ecil 'X' Roads, A. S. Rao Nagar, Hyderabad",,,,https://www.bing.com/maps?cp=17.473913192749023%7E78.56282806396484&lvl=16.0&q=Hotel%20Swagath%20Grand%20A.S.%20Rao%20Nagar%20%2C%20Plot%20No.%201-7-43%2F220%2C%20221%2C%20236%2C%20237%2C%20Near%20Radhika%20Theatre%2C%20Ecil%20'X'%20Roads%2C%20A.%20S.%20Rao%20Nagar%2C%20Hyderabad
18,Palette - Hotel Trishul Grand,"162/16, Sy No. 6, Hotel Trishul Grand, Aji to Metro Pillar No. 35 Main Road, Madhapur, Hyderabad",,,,https://www.bing.com/maps?cp=17.44078254699707%7E78.3921127319336&lvl=16.0&q=Palette%20-%20Hotel%20Trishul%20Grand%20%2C%20162%2F16%2C%20Sy%20No.%206%2C%20Hotel%20Trishul%20Grand%2C%20Aji%20to%20Metro%20Pillar%20No.%2035%20Main%20Road%2C%20Madhapur%2C%20Hyderabad
19,OYO Hotel Saba Service Apartments Near Birla Mandir,"516, Yousuf Baba Dargah Rd, Aghapura, Ward 77 Jambagh, Greater Hyderabad Municipal Corporation Central, Zone, Hyderabad",,,,https://www.bing.com/maps?cp=17.39040756225586%7E78.46454620361328&lvl=16.0&q=OYO%20Hotel%20Saba%20Service%20Apartments%20Near%20Birla%20Mandir%20%2C%20516%2C%20Yousuf%20Baba%20Dargah%20Rd%2C%20Aghapura%2C%20Ward%2077%20Jambagh%2C%20Greater%20Hyderabad%20Municipal%20Corporation%20Central%2C%20Zone%2C%20Hyderabad
20,Lagoon Bay at Leonia,"Bommarasipet Village, Leonia Holistic Destination, Shamirpet, Secunderabad",,,,https://www.bing.com/maps?cp=17.583139419555664%7E78.59992980957031&lvl=16.0&q=Lagoon%20Bay%20at%20Leonia%20%2C%20Bommarasipet%20Village%2C%20Leonia%20Holistic%20Destination%2C%20Shamirpet%2C%20Secunderabad
21,Divya Lodge & Hotel Rooms,"Shop No. 11-7-269/5 Above Andhra Bank Omni Hospital, Hyderabad",,,,https://www.bing.com/maps?cp=17.367713928222656%7E78.53824615478516&lvl=16.0&q=Divya%20Lodge%20%26%20Hotel%20Rooms%20%2C%20Shop%20No.%2011-7-269%2F5%20Above%20Andhra%20Bank%20Omni%20Hospital%2C%20Hyderabad
22,OYO Flagship 813360 Hotel Ragas,"1-4-241/1, Vimal Complex, Hanamkonda",,,,https://www.bing.com/maps?cp=18.004789352416992%7E79.54444122314453&lvl=16.0&q=OYO%20Flagship%20813360%20Hotel%20Ragas%20%2C%201-4-241%2F1%2C%20Vimal%20Complex%2C%20Hanamkonda
23,OYO Hotel Eashan Inn,"HNO: 23-6-148/3 Hunter Road, Beside Kadai Drive Inn, Gayatri Nagar, Warangal",,,,https://www.bing.com/maps?cp=17.99980354309082%7E79.5816421508789&lvl=16.0&q=OYO%20Hotel%20Eashan%20Inn%20%2C%20HNO%3A%2023-6-148%2F3%20Hunter%20Road%2C%20Beside%20Kadai%20Drive%20Inn%2C%20Gayatri%20Nagar%2C%20Warangal
24,Hotel O Lakshmi Royal Inn,"16-3-874/A, Hanumakonda, Warangal Urban Warangal - Fort Road, Warangal, Telangana 506002",Hotel,0124 620 1464,https://www.oyorooms.com/201035/,https://www.bing.com/maps?cp=17.96437644958496%7E79.59969329833984&lvl=16.0&q=Hotel%20O%20Lakshmi%20Royal%20Inn%20%2C%2016-3-874%2FA%2C%20Hanumakonda%2C%20Warangal%20Urban%20Warangal%20-%20Fort%20Road%2C%20Warangal%2C%20Telangana%20506002
25,Venkateshwara Mitra Residency,"2-5-83&84, Second, Third and Fourth Floor National Highway 163 Nakkala Gutta, Warangal, Telangana 506001",Hotel,081869 97799,,https://www.bing.com/maps?cp=18.000839233398438%7E79.55538940429688&lvl=16.0&q=Venkateshwara%20Mitra%20Residency%20%2C%202-5-83%2684%2C%20Second%2C%20Third%20and%20Fourth%20Floor%20National%20Highway%20163%20Nakkala%20Gutta%2C%20Warangal%2C%20Telangana%20506001
26,OYO Flagship BSS INNS HOTELS,"Hanamkonda Mandal Urban, Warangal, Hanamkonda, Telangana 506002",Hotel,0124 620 1464,,https://www.bing.com/maps?cp=17.992721557617188%7E79.5566635131836&lvl=16.0&q=OYO%20Flagship%20BSS%20INNS%20HOTELS%20%2C%20Hanamkonda%20Mandal%20Urban%2C%20Warangal%2C%20Hanamkonda%2C%20Telangana%20506002
27,Flagship Hotel R Square,"2-9-976/2 And Hno 2-9-972/3, Ngos Colony Rec To Kuc Road, Warangal, Hanamkonda, Telangana 506009",Hotel,0124 620 1464,,https://www.bing.com/maps?cp=18.009912490844727%7E79.53368377685547&lvl=16.0&q=Flagship%20Hotel%20R%20Square%20%2C%202-9-976%2F2%20And%20Hno%202-9-972%2F3%2C%20Ngos%20Colony%20Rec%20To%20Kuc%20Road%2C%20Warangal%2C%20Hanamkonda%2C%20Telangana%20506009
28,Sahasra DLA A/C Convention Hall & A/C Rooms,"Sahasra DLA Felicity Mall, H.NO#23-6-163/2 Hunter Road, Warangal, Telangana 506001",Hotel,079893 75837,,https://www.bing.com/maps?cp=18.005149841308594%7E79.5669937133789&lvl=16.0&q=Sahasra%20DLA%20A%2FC%20Convention%20Hall%20%26%20A%2FC%20Rooms%20%2C%20Sahasra%20DLA%20Felicity%20Mall%2C%20H.NO%2323-6-163%2F2%20Hunter%20Road%2C%20Warangal%2C%20Telangana%20506001
29,Super Collection O Bommarilu Warangal,"8-5-49/11 Seetharam Complex, Bezide Grand Gayatristation Road, Warangal Hotel, Warangal, Telangana 506002",Hotel,0124 433 0599,https://www.oyorooms.com/225856/,https://www.bing.com/maps?cp=17.97500991821289%7E79.60253143310547&lvl=16.0&q=Super%20Collection%20O%20Bommarilu%20Warangal%20%2C%208-5-49%2F11%20Seetharam%20Complex%2C%20Bezide%20Grand%20Gayatristation%20Road%2C%20Warangal%20Hotel%2C%20Warangal%2C%20Telangana%20506002
30,Hotel O Satya Inn,"Vemulawada Road 2-5-76, Padma Nagar, Opp Congress Bhavan, Karimnagar, Telangana 505001",Hotel,0124 620 1464,https://www.oyorooms.com/206221/,https://www.bing.com/maps?cp=18.44135856628418%7E79.10240173339844&lvl=16.0&q=Hotel%20O%20Satya%20Inn%20%2C%20Vemulawada%20Road%202-5-76%2C%20Padma%20Nagar%2C%20Opp%20Congress%20Bhavan%2C%20Karimnagar%2C%20Telangana%20505001
31,Suprabha Hotel,"Near Haritha Kakatiya, Nakkalagutta, Hanamkonda, Hanamakonda, Warangal, Telangana",Hotel,077027 83333,https://www.suprabhahotel.com/,https://www.bing.com/maps?cp=18.000080108642578%7E79.555908203125&lvl=16.0&q=Suprabha%20Hotel%20%2C%20Near%20Haritha%20Kakatiya%2C%20Nakkalagutta%2C%20Hanamkonda%2C%20Hanamakonda%2C%20Warangal%2C%20Telangana
32,SPOT ON Hotel Grand Inn,"3-3-147, Apollo Pharmacy, Hanamkonda Chowarasta, Reddy Colony, Hanamkonda, Telangana 506011",Hotel,0124 458 8630,https://www.oyorooms.com/h/108536/,https://www.bing.com/maps?cp=18.006567001342773%7E79.57080078125&lvl=16.0&q=SPOT%20ON%20Hotel%20Grand%20Inn%20%2C%203-3-147%2C%20Apollo%20Pharmacy%2C%20Hanamkonda%20Chowarasta%2C%20Reddy%20Colony%2C%20Hanamkonda%2C%20Telangana%20506011
33,OYO Hotel Crystal,"16-2-12 2 Line Near Old Grand Market, Girmajipet, Warangal, Telangana 506002",Hotel,0124 620 1464,https://www.oyorooms.com/27318/,https://www.bing.com/maps?cp=17.976612091064453%7E79.60802459716797&lvl=16.0&q=OYO%20Hotel%20Crystal%20%2C%2016-2-12%202%20Line%20Near%20Old%20Grand%20Market%2C%20Girmajipet%2C%20Warangal%2C%20Telangana%20506002
34,Hotel O Star Inn,"Gandhi Nagar, Hanamkonda, Hanamkonda Mandal, Warangal, Warangal 506011",Hotel,0124 620 1464,https://www.oyorooms.com/106404/,https://www.bing.com/maps?cp=18.008132934570312%7E79.56840515136719&lvl=16.0&q=Hotel%20O%20Star%20Inn%20%2C%20Gandhi%20Nagar%2C%20Hanamkonda%2C%20Hanamkonda%20Mandal%2C%20Warangal%2C%20Warangal%20506011
35,Super OYO Capital O Vihari Grand Inn,"Kotak Mahindra Bank, 8-9-109/110/111/1, Jayaprakash Narayan Road, Nandayya Gari Compound, Sherpura, Warangal, Telangana",Hotel,0124 620 1464,https://www.oyorooms.com/195583/?locale=hi,https://www.bing.com/maps?cp=17.97797966003418%7E79.59848022460938&lvl=16.0&q=Super%20OYO%20Capital%20O%20Vihari%20Grand%20Inn%20%2C%20Kotak%20Mahindra%20Bank%2C%208-9-109%2F110%2F111%2F1%2C%20Jayaprakash%20Narayan%20Road%2C%20Nandayya%20Gari%20Compound%2C%20Sherpura%2C%20Warangal%2C%20Telangana
36,"Hotel Swagath Grand - Yerragattugutta, Warangal","H.No. 55-4-837/1, Opposite KLN Convention, Srinivasa Colony Road Number 3 Yerragattugutta, Bheemaram, Hasanparthy, Hanamkonda, Telangana",Hotel,,https://www.hotelswagathgrand.com/,https://www.bing.com/maps?cp=18.028650283813477%7E79.54393005371094&lvl=16.0&q=Hotel%20Swagath%20Grand%20-%20Yerragattugutta%2C%20Warangal%20%2C%20H.No.%2055-4-837%2F1%2C%20Opposite%20KLN%20Convention%2C%20Srinivasa%20Colony%20Road%20Number%203%20Yerragattugutta%2C%20Bheemaram%2C%20Hasanparthy%2C%20Hanamkonda%2C%20Telangana
37,OYO 1252 Hotel Landmark,"Plot No.183-94-22, Nakkalagutta, Hanamkonda, Warangal, Telangana 506001",Hotel,,,https://www.bing.com/maps?cp=17.99868392944336%7E79.60502624511719&lvl=16.0&q=OYO%201252%20Hotel%20Landmark%20%2C%20Plot%20No.183-94-22%2C%20Nakkalagutta%2C%20Hanamkonda%2C%20Warangal%2C%20Telangana%20506001
38,OYO 37003 Hotel Shreshta Inn,"1, Kothur Jenda, Gandhi Nagar, Reddy Colony, Hanamkonda, Warangal, Telangana 506001",Hotel,0124 620 1305,https://oyo-37003-new-property-warangal.hotelmix.es/,https://www.bing.com/maps?cp=18.007858276367188%7E79.569580078125&lvl=16.0&q=OYO%2037003%20Hotel%20Shreshta%20Inn%20%2C%201%2C%20Kothur%20Jenda%2C%20Gandhi%20Nagar%2C%20Reddy%20Colony%2C%20Hanamkonda%2C%20Warangal%2C%20Telangana%20506001
39,Venkataramana Hotel,"Opp Warangal Busstand, H. No:16-7-32/1, Warangal, Telangana 506002",Hotel,093901 08448,,https://www.bing.com/maps?cp=17.975168228149414%7E79.60549926757812&lvl=16.0&q=Venkataramana%20Hotel%20%2C%20Opp%20Warangal%20Busstand%2C%20H.%20No%3A16-7-32%2F1%2C%20Warangal%2C%20Telangana%20506002
40,Supreme Hotels Lodgingdivision,"Supreme Hotels, 6-2-221, Warangal Urban, Main Road, Chowrasta, Hanumakonda, Telangana 506001",Hotel,,,https://www.bing.com/maps?cp=18.00558090209961%7E79.56739807128906&lvl=16.0&q=Supreme%20Hotels%20Lodgingdivision%20%2C%20Supreme%20Hotels%2C%206-2-221%2C%20Warangal%20Urban%2C%20Main%20Road%2C%20Chowrasta%2C%20Hanumakonda%2C%20Telangana%20506001
41,Super Collection O Hotel Lakeview Castle,"23-6-131/2/1 Beside Nexa Service, Hunter Road, Hanamkonda, Warangal, Telangana 506007",Hotel,0124 620 1464,https://www.oyorooms.com/213557/,https://www.bing.com/maps?cp=17.983991622924805%7E79.57596588134766&lvl=16.0&q=Super%20Collection%20O%20Hotel%20Lakeview%20Castle%20%2C%2023-6-131%2F2%2F1%20Beside%20Nexa%20Service%2C%20Hunter%20Road%2C%20Hanamkonda%2C%20Warangal%2C%20Telangana%20506007
42,OYO Flagship Sathya Inn,"H.No : 6-2-132/133, Warangal-Hyderabad Rd, Main Road, Beside Hanamkonda Police Station, Chowrastha, Gandhi Nagar, Reddy Colony, Warangal, Telangana 506001",Hotel,0124 620 1464,https://www.oyorooms.com/35889/,https://www.bing.com/maps?cp=18.007108688354492%7E79.56898498535156&lvl=16.0&q=OYO%20Flagship%20Sathya%20Inn%20%2C%20H.No%20%3A%206-2-132%2F133%2C%20Warangal-Hyderabad%20Rd%2C%20Main%20Road%2C%20Beside%20Hanamkonda%20Police%20Station%2C%20Chowrastha%2C%20Gandhi%20Nagar%2C%20Reddy%20Colony%2C%20Warangal%2C%20Telangana%20506001
43,Super OYO Collection O Vinayaka Luxury Stays,"8-2-133, 8-2-134, 8-2-135 Warangal Chowrastha, Old Beet Bazar Road, Warangal, Telangana 506002",Hotel,0124 620 1464,https://www.oyorooms.com/205005/,https://www.bing.com/maps?cp=17.976764678955078%7E79.59797668457031&lvl=16.0&q=Super%20OYO%20Collection%20O%20Vinayaka%20Luxury%20Stays%20%2C%208-2-133%2C%208-2-134%2C%208-2-135%20Warangal%20Chowrastha%2C%20Old%20Beet%20Bazar%20Road%2C%20Warangal%2C%20Telangana%20506002
44,OYO Suraj Residency,"128138, Above Gouda Restaurant & bar, Old Beet Bazaar, Near Sushil Theatre, Ramannapet, Warangal, Telangana 506002",Hotel,0124 620 1464,https://www.oyorooms.com/79145/,https://www.bing.com/maps?cp=17.975561141967773%7E79.59596252441406&lvl=16.0&q=OYO%20Suraj%20Residency%20%2C%20128138%2C%20Above%20Gouda%20Restaurant%20%26%20bar%2C%20Old%20Beet%20Bazaar%2C%20Near%20Sushil%20Theatre%2C%20Ramannapet%2C%20Warangal%2C%20Telangana%20506002
45,Hotel Dwaraka Inn,"Metro Pillar no, C972, Habsiguda Main Rd, Near Icici Bank, Hyderabad, Telangana 500007",Hotel,095051 74666,http://dwarakainn.com/,https://www.bing.com/maps?cp=17.417089462280273%7E78.54400634765625&lvl=16.0&q=Hotel%20Dwaraka%20Inn%20%2C%20Metro%20Pillar%20no%2C%20C972%2C%20Habsiguda%20Main%20Rd%2C%20Near%20Icici%20Bank%2C%20Hyderabad%2C%20Telangana%20500007
46,OYO Flagship 73783 Sai Pariwar Near Snow World,"3-3-69, Hotel sai Pariwar, Opp. Old Raghavendra Swamy Temple, Barkatpura Circle, Kacheguda, Hyderabad, Himayatnagar, Telangana 500027",Hotel,0124 620 1614,https://www.oyorooms.com/103659/,https://www.bing.com/maps?cp=17.391576766967773%7E78.4937515258789&lvl=16.0&q=OYO%20Flagship%2073783%20Sai%20Pariwar%20Near%20Snow%20World%20%2C%203-3-69%2C%20Hotel%20sai%20Pariwar%2C%20Opp.%20Old%20Raghavendra%20Swamy%20Temple%2C%20Barkatpura%20Circle%2C%20Kacheguda%2C%20Hyderabad%2C%20Himayatnagar%2C%20Telangana%20500027
47,Super Hotel O Karimnagar,"Near Gunj Road, Market Road, Karimnagar, Hotel Near Clock Tower, Karimnagar, Telangana 505001",Hotel,0124 433 0599,https://www.oyorooms.com/78772/,https://www.bing.com/maps?cp=18.432952880859375%7E79.13301849365234&lvl=16.0&q=Super%20Hotel%20O%20Karimnagar%20%2C%20Near%20Gunj%20Road%2C%20Market%20Road%2C%20Karimnagar%2C%20Hotel%20Near%20Clock%20Tower%2C%20Karimnagar%2C%20Telangana%20505001
48,Rajarajeshwara lodge,"Laxmi Nagar Road 2-66, 2, Jangid, Telangana 506169",Lodge,098669 81574,,https://www.bing.com/maps?cp=18.44426155090332%7E79.86676025390625&lvl=16.0&q=Rajarajeshwara%20lodge%20%2C%20Laxmi%20Nagar%20Road%202-66%2C%202%2C%20Jangid%2C%20Telangana%20506169
49,Hotel O Vathsalya,"33-6-88/e, Street No :2 Shambunipet-Ashalapally Road Rahmat Nagar, Kapula Kanapathy",,,,https://www.bing.com/maps?cp=17.899211883544922%7E79.64083099365234&lvl=16.0&q=Hotel%20O%20Vathsalya%20%2C%2033-6-88%2Fe%2C%20Street%20No%20%3A2%20Shambunipet-Ashalapally%20Road%20Rahmat%20Nagar%2C%20Kapula%20Kanapathy
50,Haritha Grand,"Warangal Mulug Rd, Near Prem Nagar, Gattamma Village, Mulugu",,,,https://www.bing.com/maps?cp=18.189420700073242%7E79.91482543945312&lvl=16.0&q=Haritha%20Grand%20%2C%20Warangal%20Mulug%20Rd%2C%20Near%20Prem%20Nagar%2C%20Gattamma%20Village%2C%20Mulugu
51,Hotel Sharavana Ac Lodge,"9-6-133/3, Baddipochamma Street, Near Bemeshwara Temple, Vemulawada, Karimnagar",,,,https://www.bing.com/maps?cp=18.431428909301758%7E79.11824035644531&lvl=16.0&q=Hotel%20Sharavana%20Ac%20Lodge%20%2C%209-6-133%2F3%2C%20Baddipochamma%20Street%2C%20Near%20Bemeshwara%20Temple%2C%20Vemulawada%2C%20Karimnagar
52,Sanvi Hotel,"Chennur Main Road, Mancheral",,,,https://www.bing.com/maps?cp=18.846420288085938%7E79.7435302734375&lvl=16.0&q=Sanvi%20Hotel%20%2C%20Chennur%20Main%20Road%2C%20Mancheral
53,Virinchi Resorts,"1-46, Bussapur, Laknavaram, Chelvai",,,,https://www.bing.com/maps?cp=18.177837371826172%7E80.07830047607422&lvl=16.0&q=Virinchi%20Resorts%20%2C%201-46%2C%20Bussapur%2C%20Laknavaram%2C%20Chelvai
54,Vishnu Lodge,"Station Rd Sri Krishna Colony, Girmajipet, Warangal",,,,https://www.bing.com/maps?cp=17.9754638671875%7E79.60209655761719&lvl=16.0&q=Vishnu%20Lodge%20%2C%20Station%20Rd%20Sri%20Krishna%20Colony%2C%20Girmajipet%2C%20Warangal
55,Capital O 44963 Landmark Residency,"1-8-598, NH163, Balasamudram, Hanamkonda, Warangal",,,,https://www.bing.com/maps?cp=18.00261116027832%7E79.55699157714844&lvl=16.0&q=Capital%20O%2044963%20Landmark%20Residency%20%2C%201-8-598%2C%20NH163%2C%20Balasamudram%2C%20Hanamkonda%2C%20Warangal
56,Hotel NorthInn,"Bellampalli Chorasta, Mancherial 5-324/1, Bellampally Chorasta, Mancherial, Telangana, Mancheral",,,,https://www.bing.com/maps?cp=18.881229400634766%7E79.44329071044922&lvl=16.0&q=Hotel%20NorthInn%20%2C%20Bellampalli%20Chorasta%2C%20Mancherial%205-324%2F1%2C%20Bellampally%20Chorasta%2C%20Mancherial%2C%20Telangana%2C%20Mancheral
57,Feriado ResortsTadvai,"Haritha Resorts Tadvai, KaTapuram",,,,https://www.bing.com/maps?cp=18.237993240356445%7E80.31295776367188&lvl=16.0&q=Feriado%20ResortsTadvai%20%2C%20Haritha%20Resorts%20Tadvai%2C%20KaTapuram
58,Super Collection O Hanamkonda Near NIT,"24-7-192/1 Darga Road Near Nit Hanamkonda Warangal, Warangal",,,,https://www.bing.com/maps?cp=17.989171981811523%7E79.53289794921875&lvl=16.0&q=Super%20Collection%20O%20Hanamkonda%20Near%20NIT%20%2C%2024-7-192%2F1%20Darga%20Road%20Near%20Nit%20Hanamkonda%20Warangal%2C%20Warangal
59,"Sai Leela Residency, Ramagundam","H-No: 6-1-71 to 73, Sri Nagar Colony, Peddapally, Ramagundham Locality, Ramagundham",,,,https://www.bing.com/maps?cp=18.7613468170166%7E79.4971923828125&lvl=16.0&q=Sai%20Leela%20Residency%2C%20Ramagundam%20%2C%20H-No%3A%206-1-71%20to%2073%2C%20Sri%20Nagar%20Colony%2C%20Peddapally%2C%20Ramagundham%20Locality%2C%20Ramagundham
60,Hotel Kundana,"Station Road, Mancheral",,,,https://www.bing.com/maps?cp=18.881120681762695%7E79.44676971435547&lvl=16.0&q=Hotel%20Kundana%20%2C%20Station%20Road%2C%20Mancheral
61,Haritha GrandGattamma,"Warangal - Mulug Road Mulugu Gattamma, Mulug",,,,https://www.bing.com/maps?cp=18.188419342041016%7E79.91480255126953&lvl=16.0&q=Haritha%20GrandGattamma%20%2C%20Warangal%20-%20Mulug%20Road%20Mulugu%20Gattamma%2C%20Mulug
62,Samata Lodge,"Chowasta, Hanuma Konda, Warangal-Hamamkonda",,,,https://www.bing.com/maps?cp=18.006996154785156%7E79.56896209716797&lvl=16.0&q=Samata%20Lodge%20%2C%20Chowasta%2C%20Hanuma%20Konda%2C%20Warangal-Hamamkonda
63,Hotel Vaibhav Telangana,"Hotel Vaibhav, MOR Market, Ganga Reddy Rd, Mancherial, Telangana 504208, Mancheral",,,,https://www.bing.com/maps?cp=18.875438690185547%7E79.44750213623047&lvl=16.0&q=Hotel%20Vaibhav%20Telangana%20%2C%20Hotel%20Vaibhav%2C%20MOR%20Market%2C%20Ganga%20Reddy%20Rd%2C%20Mancherial%2C%20Telangana%20504208%2C%20Mancheral
64,Ganpati Resort,"National Highway - 6, Dhurkoda Road, Jagdalpur",,,,https://www.bing.com/maps?cp=19.094722747802734%7E82.04991149902344&lvl=16.0&q=Ganpati%20Resort%20%2C%20National%20Highway%20-%206%2C%20Dhurkoda%20Road%2C%20Jagdalpur
