"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YN4070x8122704466979055313,Manjula Tie and Dye Silk Sarees,"1\46, Yellamla, Jangaon, Telangana 506201",,https://www.bing.com/maps?cp=17.70090675354004%7E79.15103912353516&lvl=16.0&q=Manjula%20Tie%20and%20Dye%20Silk%20Sarees%20%2C%201%5C46%2C%20Yellamla%2C%20Jangaon%2C%20Telangana%20506201,17.70090675,79.15103912,,,Fabric store,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x13830683564881895021,OM Sri Sai Krishna Silk Sarees,"Hyderabad, Durga Nagar, Katedhan, Telangana",,https://www.bing.com/maps?cp=17.8006591796875%7E79.00984954833984&lvl=16.0&q=OM%20Sri%20Sai%20Krishna%20Silk%20Sarees%20%2C%20Hyderabad%2C%20Durga%20Nagar%2C%20Katedhan%2C%20Telangana,17.80065918,79.00984955,3,Magicpin (5),Clothing store,,https://om-sri-sai-krishna-silk-sarees.business.site/,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x5693380722016558660,Ravinder Silk Sarees,"1\76, Yellamla, Jangaon, Telangana 506201",,https://www.bing.com/maps?cp=17.701005935668945%7E79.15097045898438&lvl=16.0&q=Ravinder%20Silk%20Sarees%20%2C%201%5C76%2C%20Yellamla%2C%20Jangaon%2C%20Telangana%20506201,17.70100594,79.15097046,,,Fabric store,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x5740245605342280334,Anil Tie and Dye Silk Sarees,"2\99, Yellamla, Jangaon, Telangana 506201",,https://www.bing.com/maps?cp=18.1086368560791%7E78.82884979248047&lvl=16.0&q=Anil%20Tie%20and%20Dye%20Silk%20Sarees%20%2C%202%5C99%2C%20Yellamla%2C%20Jangaon%2C%20Telangana%20506201,18.10863686,78.82884979,,,Fabric store,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x13650706093384406517,Srihari Tie and Dye Silk Sarees,"5\3, Siddenki, Jangaon, Telangana 506201",,https://www.bing.com/maps?cp=18.106689453125%7E78.8295669555664&lvl=16.0&q=Srihari%20Tie%20and%20Dye%20Silk%20Sarees%20%2C%205%5C3%2C%20Siddenki%2C%20Jangaon%2C%20Telangana%20506201,18.10668945,78.82956696,,,Fabric store,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x8864734132955632602,Sri Venkata Lakshmi Gadwal Sarees,"Rajaveedhi, Ganjipeta, Gadwal, Telangana",,https://www.bing.com/maps?cp=16.238670349121094%7E77.79570007324219&lvl=16.0&q=Sri%20Venkata%20Lakshmi%20Gadwal%20Sarees%20%2C%20Rajaveedhi%2C%20Ganjipeta%2C%20Gadwal%2C%20Telangana,16.23867035,77.79570007,,,Clothing store,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x16848610590073865875,Sri Santosh Silks And Sarees,"Moula-Ali, Hyderabad, Telangana 500040",https://www.bing.com/th?id=OLC.+kpf1206UIlLXA480x360&pid=Local,https://www.bing.com/maps?cp=17.452425003051758%7E78.56452941894531&lvl=16.0&q=Sri%20Santosh%20Silks%20And%20Sarees%20%2C%20Moula-Ali%2C%20Hyderabad%2C%20Telangana%20500040,17.452425,78.56452942,,,Saree shop,Open · Closes 21:00,https://www.facebook.com/people/Sri-Santosh-Silks-and-Sarees/100067332155024/,077026 26027,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x5797691132526016559,Lakshmi Kanchi silks.Buy Back Pattu Sarees,"Metro Pillar no, Lakshmi Kanchi Silks, b-Side, 1072, Near RS Brother, Ameerpet, Hyderabad, Telangana",,https://www.bing.com/maps?cp=17.399879455566406%7E78.56024932861328&lvl=16.0&q=Lakshmi%20Kanchi%20silks.Buy%20Back%20Pattu%20Sarees%20%2C%20Metro%20Pillar%20no%2C%20Lakshmi%20Kanchi%20Silks%2C%20b-Side%2C%201072%2C%20Near%20RS%20Brother%2C%20Ameerpet%2C%20Hyderabad%2C%20Telangana,17.39987946,78.56024933,,,Saree shop,Open · Closes 21:00,,099087 23265,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x12718575215949880733,Laxmi Ganapathi Silk Sarees,"1-96/3 Mallikarjuna Nagar, Boduppal, Hyderabad, Telangana 500092",,https://www.bing.com/maps?cp=17.41949462890625%7E78.58464813232422&lvl=16.0&q=Laxmi%20Ganapathi%20Silk%20Sarees%20%2C%201-96%2F3%20Mallikarjuna%20Nagar%2C%20Boduppal%2C%20Hyderabad%2C%20Telangana%20500092,17.41949463,78.58464813,,,Saree shop,,,080965 66363,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x2858499517156705841,OnlyPaithani Hyderabad,"6 Road No 3, Secunderabad, Telangana 500047",https://www.bing.com/th?id=OLC.52kDhAxolsN4/Q480x360&pid=Local,https://www.bing.com/maps?cp=17.44292449951172%7E78.52555084228516&lvl=16.0&q=OnlyPaithani%20Hyderabad%20%2C%206%20Road%20No%203%2C%20Secunderabad%2C%20Telangana%20500047,17.4429245,78.52555084,,,Clothing store,Open · Closes 20:30,https://onlypaithani.com/,098337 67750,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x16485422991031295638,Gayathri Sarees,"1 Sainikpuri Main Road, Secunderabad, Telangana 500094",https://www.bing.com/th?id=OLC.3BBisIaVpggL5A480x360&pid=Local,https://www.bing.com/maps?cp=17.48328971862793%7E78.54161834716797&lvl=16.0&q=Gayathri%20Sarees%20%2C%201%20Sainikpuri%20Main%20Road%2C%20Secunderabad%2C%20Telangana%20500094,17.48328972,78.54161835,,,Clothing store,,https://gayathrisarees.com/,088968 00300,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x453408645784306971,Maa Annapurna Silk Saree Factory,"Gate no 1, 25, Neel Cottage Colony, Varanasi",,https://www.bing.com/maps?cp=17.457429885864258%7E78.54939270019531&lvl=16.0&q=Maa%20Annapurna%20Silk%20Saree%20Factory%20%2C%20Gate%20no%201%2C%2025%2C%20Neel%20Cottage%20Colony%2C%20Varanasi,17.45742989,78.5493927,,,Clothing store,,https://maa-annapurna-silk-saree-factory.business.site/,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x14791391168947455629,Sri Krishna Silk and Sarees,"Plot NO 10/4, Door NO 3 4 139/1/1, Attapur, Rangareddy, Telangana 500028",,https://www.bing.com/maps?cp=17.32745361328125%7E78.58382415771484&lvl=16.0&q=Sri%20Krishna%20Silk%20and%20Sarees%20%2C%20Plot%20NO%2010%2F4%2C%20Door%20NO%203%204%20139%2F1%2F1%2C%20Attapur%2C%20Rangareddy%2C%20Telangana%20500028,17.32745361,78.58382416,4.5,Magicpin (126),Clothing store,,,091545 63696,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x369968715857510318,Manikanta Ikkath Silks,"H NO: 4-133/1, Bhavanarushi Pets, Bhoodan Pochampally, Nalgonda, Telangana 508284",https://www.bing.com/th?id=OLC.BU0sa3+9yX/TPg480x360&pid=Local,https://www.bing.com/maps?cp=17.445423126220703%7E78.50389862060547&lvl=16.0&q=Manikanta%20Ikkath%20Silks%20%2C%20H%20NO%3A%204-133%2F1%2C%20Bhavanarushi%20Pets%2C%20Bhoodan%20Pochampally%2C%20Nalgonda%2C%20Telangana%20508284,17.44542313,78.50389862,,,Saree shop,Open · Closes 21:00,https://www.facebook.com/ikatwholesale/about/,081433 63282,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x9654275564732113348,Padmavathi saree house,"Ashok Nagar srt, Jawaharnagar, Beside Andhra Cafe, Hyderabad, Telangana 500020",https://www.bing.com/th?id=OLC.cJb6wiaffm3R2Q480x360&pid=Local,https://www.bing.com/maps?cp=17.41087532043457%7E78.49264526367188&lvl=16.0&q=Padmavathi%20saree%20house%20%2C%20Ashok%20Nagar%20srt%2C%20Jawaharnagar%2C%20Beside%20Andhra%20Cafe%2C%20Hyderabad%2C%20Telangana%20500020,17.41087532,78.49264526,,,Saree shop,Open · Closes 23:00,https://padmavathisarees.com/,098480 98269,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x13895954810041090183,Unnati Silk Prints Private Limited,"3-4-360, Tobacco Bazar, Secunderabad, Telangana 500003",https://www.bing.com/th?id=OLC.bgVREG+f/fsBug480x360&pid=Local,https://www.bing.com/maps?cp=17.437488555908203%7E78.48945617675781&lvl=16.0&q=Unnati%20Silk%20Prints%20Private%20Limited%20%2C%203-4-360%2C%20Tobacco%20Bazar%2C%20Secunderabad%2C%20Telangana%20500003,17.43748856,78.48945618,,,Saree shop,Open · Closes 19:00,https://www.unnatisilks.com/pages/contact-unnati,040 2781 4522,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x14391436655345414032,Ridhi Sidhi Silk & Sarees,"Shopno 4 5/2/323 Plotno 54, Hyderbasthi, Hyderbasthi Secundrabad, Hyderabad, Telangana 500003",,https://www.bing.com/maps?cp=17.434524536132812%7E78.49325561523438&lvl=16.0&q=Ridhi%20Sidhi%20Silk%20%26%20Sarees%20%2C%20Shopno%204%205%2F2%2F323%20Plotno%2054%2C%20Hyderbasthi%2C%20Hyderbasthi%20Secundrabad%2C%20Hyderabad%2C%20Telangana%20500003,17.43452454,78.49325562,,,Saree shop,,,080 4780 4542,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x5772618489483712689,Shiv Ram Silk and Sarees,"2\4\147, Ramgopalpet, Hyderabad, Telangana 500003",,https://www.bing.com/maps?cp=17.437227249145508%7E78.48811340332031&lvl=16.0&q=Shiv%20Ram%20Silk%20and%20Sarees%20%2C%202%5C4%5C147%2C%20Ramgopalpet%2C%20Hyderabad%2C%20Telangana%20500003,17.43722725,78.4881134,,,Clothing store,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x8112002927299722521,Kaladhar Saree House,"Shop.No.2-2-647/A/99, Near Vishwa Sai Baba Mandiram, New Nallakunta, Secunderabad, Telangana",https://www.bing.com/th?id=OLC.5eX1VutqSJwgYA480x360&pid=Local,https://www.bing.com/maps?cp=17.398075103759766%7E78.51200866699219&lvl=16.0&q=Kaladhar%20Saree%20House%20%2C%20Shop.No.2-2-647%2FA%2F99%2C%20Near%20Vishwa%20Sai%20Baba%20Mandiram%2C%20New%20Nallakunta%2C%20Secunderabad%2C%20Telangana,17.3980751,78.51200867,,,Clothing store,Open · Closes 21:00,https://mykaladhar.com/,040 2742 2900,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x10551250648254065825,Srinivasa Saree Center,"12-10-590/129/3, Warasiguda, Hyderabad, Telangana 500061",,https://www.bing.com/maps?cp=17.421878814697266%7E78.51720428466797&lvl=16.0&q=Srinivasa%20Saree%20Center%20%2C%2012-10-590%2F129%2F3%2C%20Warasiguda%2C%20Hyderabad%2C%20Telangana%20500061,17.42187881,78.51720428,,,Clothing store,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x2651623497279614383,Jhahnavi Silk Sarees,"3-4-373, Hyderabad, Tobacco Bazar, Hyderabad, Telangana 500003",,https://www.bing.com/maps?cp=17.436857223510742%7E78.48949432373047&lvl=16.0&q=Jhahnavi%20Silk%20Sarees%20%2C%203-4-373%2C%20Hyderabad%2C%20Tobacco%20Bazar%2C%20Hyderabad%2C%20Telangana%20500003,17.43685722,78.48949432,,,Saree shop,,,095358 35169,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x522144608,Sahithi Silk Sarees,"H NO 1-9-649, Street NO 6, Achut Reddy Marg, Vidyanagar, Hyderabad, Telangana 500020",,https://www.bing.com/maps?cp=17.404624938964844%7E78.50994873046875&lvl=16.0&q=Sahithi%20Silk%20Sarees%20%2C%20H%20NO%201-9-649%2C%20Street%20NO%206%2C%20Achut%20Reddy%20Marg%2C%20Vidyanagar%2C%20Hyderabad%2C%20Telangana%20500020,17.40462494,78.50994873,,,Saree shop,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x16905352154335902572,Ratan Silk Sarees,"3\4\375, Tobacco Bazar, Hyderabad, Telangana 500003",,https://www.bing.com/maps?cp=17.437129974365234%7E78.48931121826172&lvl=16.0&q=Ratan%20Silk%20Sarees%20%2C%203%5C4%5C375%2C%20Tobacco%20Bazar%2C%20Hyderabad%2C%20Telangana%20500003,17.43712997,78.48931122,,,Saree shop,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x16955424940220110449,Dayal Silk & Sarees,"4 - 1 - 865, Tilak Road, Hyderabad, Telangana 500001",,https://www.bing.com/maps?cp=17.38974380493164%7E78.47935485839844&lvl=16.0&q=Dayal%20Silk%20%26%20Sarees%20%2C%204%20-%201%20-%20865%2C%20Tilak%20Road%2C%20Hyderabad%2C%20Telangana%20500001,17.3897438,78.47935486,,,Saree shop,,,040 2475 5566,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x6071778665051016186,Harini Silk Sarees,"13\104\A P No2, Shivaji Nagar, Hyderabad Road, Chandur, Nalgonda, Telangana 508255",,https://www.bing.com/maps?cp=17.443559646606445%7E78.47927856445312&lvl=16.0&q=Harini%20Silk%20Sarees%20%2C%2013%5C104%5CA%20P%20No2%2C%20Shivaji%20Nagar%2C%20Hyderabad%20Road%2C%20Chandur%2C%20Nalgonda%2C%20Telangana%20508255,17.44355965,78.47927856,,,Fashion accessories store,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x11723919972586277073,Likhitha Silk Sarees,"2-1-481TO484 Srteet NO 7 Nallakunta Street NO 7, Hyderabad, Telangana 500044",,https://www.bing.com/maps?cp=17.398027420043945%7E78.5062026977539&lvl=16.0&q=Likhitha%20Silk%20Sarees%20%2C%202-1-481TO484%20Srteet%20NO%207%20Nallakunta%20Street%20NO%207%2C%20Hyderabad%2C%20Telangana%20500044,17.39802742,78.5062027,,,Textile mill,,,063002 27271,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x162127979284269106,Aravind Silk Sarees,"2\24, Maruthi Nagar, Kotakonda, Mahabubnagar, Telangana 509210",,https://www.bing.com/maps?cp=17.45241355895996%7E78.53362274169922&lvl=16.0&q=Aravind%20Silk%20Sarees%20%2C%202%5C24%2C%20Maruthi%20Nagar%2C%20Kotakonda%2C%20Mahabubnagar%2C%20Telangana%20509210,17.45241356,78.53362274,,,Clothing store,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x8600397061140830594,Bhanusri Gadwal Sarees,"H.no. 2-3-18/39, Tulasi Nagar Colony, Golnaka, Amberpet, Hyderabad, Telangana",,https://www.bing.com/maps?cp=17.38796615600586%7E78.47693634033203&lvl=16.0&q=Bhanusri%20Gadwal%20Sarees%20%2C%20H.no.%202-3-18%2F39%2C%20Tulasi%20Nagar%20Colony%2C%20Golnaka%2C%20Amberpet%2C%20Hyderabad%2C%20Telangana,17.38796616,78.47693634,,,Clothing store,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x4812106905407287053,Pooja Sarees,"Abids Tilak Road, Hyderabad, Telangana 500001",https://www.bing.com/th?id=OLC.NuHQ8qPrdgj2fg480x360&pid=Local,https://www.bing.com/maps?cp=17.389211654663086%7E78.47749328613281&lvl=16.0&q=Pooja%20Sarees%20%2C%20Abids%20Tilak%20Road%2C%20Hyderabad%2C%20Telangana%20500001,17.38921165,78.47749329,,,Clothing store,Open · Closes 21:00,https://www.facebook.com/poojasareeshyderabad/,099126 98199,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x12253917441138178228,Uppada Sarees,"8-2-574, Lane Beside Advance Hair Studio, Road no.8, Banjara Hills, Hyderabad, Telangana 500034",https://www.bing.com/th?id=OLC.oHkcYASKlj7gVw480x360&pid=Local,https://www.bing.com/maps?cp=17.417306900024414%7E78.44429779052734&lvl=16.0&q=Uppada%20Sarees%20%2C%208-2-574%2C%20Lane%20Beside%20Advance%20Hair%20Studio%2C%20Road%20no.8%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana%20500034,17.4173069,78.44429779,,,Saree shop,Open · Closes 19:00,https://uppada.com/,094419 05005,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x11694731951618716616,Kanchi puram sarees,"8-2-574, Lane Beside Also Boutique, Road No.8, Banjara Hills, Hyderabad, Telangana 500034",https://www.bing.com/th?id=OLC.Eco5M2s/mVZTzw480x360&pid=Local,https://www.bing.com/maps?cp=17.42013168334961%7E78.4482421875&lvl=16.0&q=Kanchi%20puram%20sarees%20%2C%208-2-574%2C%20Lane%20Beside%20Also%20Boutique%2C%20Road%20No.8%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana%20500034,17.42013168,78.44824219,,,Saree shop,Open · Closes 19:00,https://uppada.com/,094419 05005,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x5151907183216769042,Bommana Brothers,"3-3-604-612, General Bazar, Secunderabad, Telangana 500003",,https://www.bing.com/maps?cp=17.437633514404297%7E78.49112701416016&lvl=16.0&q=Bommana%20Brothers%20%2C%203-3-604-612%2C%20General%20Bazar%2C%20Secunderabad%2C%20Telangana%20500003,17.43763351,78.49112701,4.5,Magicpin (18),Saree shop,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x7068557641710031508,Dhanalaxmi Silk Saree House,"4 6 29, Behind Mastana Agarbatti, PAN Bazar Secunderbad, Hyderabad, Telangana 500003",,https://www.bing.com/maps?cp=17.435707092285156%7E78.48941802978516&lvl=16.0&q=Dhanalaxmi%20Silk%20Saree%20House%20%2C%204%206%2029%2C%20Behind%20Mastana%20Agarbatti%2C%20PAN%20Bazar%20Secunderbad%2C%20Hyderabad%2C%20Telangana%20500003,17.43570709,78.48941803,,,Clothing store,,,099854 82189,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x12796184916239230659,Pochampally Silks And Cotton,"1-8-160/11, P G Road, Secunderabad, Telangana 500003",,https://www.bing.com/maps?cp=17.43977928161621%7E78.48358154296875&lvl=16.0&q=Pochampally%20Silks%20And%20Cotton%20%2C%201-8-160%2F11%2C%20P%20G%20Road%2C%20Secunderabad%2C%20Telangana%20500003,17.43977928,78.48358154,,,Saree shop,,,040 6632 0067,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x9501869608798229532,Kalanjali Collections,"H NO 3-4-246, Hyderabad, Telangana 500003",,https://www.bing.com/maps?cp=17.437612533569336%7E78.49125671386719&lvl=16.0&q=Kalanjali%20Collections%20%2C%20H%20NO%203-4-246%2C%20Hyderabad%2C%20Telangana%20500003,17.43761253,78.49125671,,,Clothing store,,,090007 32159,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x7744359018971823243,Garden Vareli,"No. 1-95, Hyderabad, Hyderabad 500003",,https://www.bing.com/maps?cp=17.440439224243164%7E78.49006652832031&lvl=16.0&q=Garden%20Vareli%20%2C%20No.%201-95%2C%20Hyderabad%2C%20Hyderabad%20500003,17.44043922,78.49006653,,,Saree shop,,,040 2781 9778,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x4775597979643964077,Mugdha Sarees Showroom Road No 2 Banjara Hills,"8-2-609-/1/1/A, Arafath Complex, Road No. 10, Banjara Hills, Hyderabad, Telangana",,https://www.bing.com/maps?cp=17.41472053527832%7E78.44937133789062&lvl=16.0&q=Mugdha%20Sarees%20Showroom%20Road%20No%202%20Banjara%20Hills%20%2C%208-2-609-%2F1%2F1%2FA%2C%20Arafath%20Complex%2C%20Road%20No.%2010%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana,17.41472054,78.44937134,,,Saree shop,,https://mugdha.co/,088977 57174,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x5520477575524366385,Shree Silk Saree House,"1-1-230/13/4/a, Hyderabad, Hyderabad 500020",,https://www.bing.com/maps?cp=17.403846740722656%7E78.49442291259766&lvl=16.0&q=Shree%20Silk%20Saree%20House%20%2C%201-1-230%2F13%2F4%2Fa%2C%20Hyderabad%2C%20Hyderabad%20500020,17.40384674,78.49442291,,,Saree shop,,,040 2761 1439,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x253055443,Nalli Silk Sarees,"Begumpet, Hyderabad, Telangana 500016",,https://www.bing.com/maps?cp=17.444887161254883%7E78.46432495117188&lvl=16.0&q=Nalli%20Silk%20Sarees%20%2C%20Begumpet%2C%20Hyderabad%2C%20Telangana%20500016,17.44488716,78.46432495,4,Magicpin (10),Clothing store,,https://www.nalli.com/,040 2776 6601,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4070x16246768660571058811,Prashanti Sarees - Banjara Hills,"Door.no.8-2, 618/10&11, Rd Number 1, Mithila Nagar, Banjara Hills, Hyderabad, Telangana",https://www.bing.com/th?id=OLC.IaWmqueHUWrEjA480x360&pid=Local,https://www.bing.com/maps?cp=17.41329002380371%7E78.44806671142578&lvl=16.0&q=Prashanti%20Sarees%20-%20Banjara%20Hills%20%2C%20Door.no.8-2%2C%20618%2F10%2611%2C%20Rd%20Number%201%2C%20Mithila%20Nagar%2C%20Banjara%20Hills%2C%20Hyderabad%2C%20Telangana,17.41329002,78.44806671,4,Magicpin (3),Saree shop,Open · Closes 21:00,https://www.prashantisarees.com/,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
